week,date,rank,skater,trick,line,switch,slowmo,ig,replayed,slam,NY,obstacle,obstacledetail,location,notes,points
41,10/15/2021,4,Digby Luxton,Bs bigspin to fs noseslide to fakie,,,,, ,,,ledge,out ledge,,,7
41,10/15/2021,3,Breana Geering,Switch kickflip,1,1,,,,,,stairs,,,woman,8
41,10/15/2021,2,Pedro Delfino,Ride on 50-50,,,1,,1,1,,flat rail,rail to gap,Magic Five PDX,crazy obstacle,9
41,10/15/2021,1,Chima Ferguson,switch 360flip,,1,,,1,,,stairs,over rail,Sydney,double triple replay,10
42,10/22/2021,10,Louie Lopez,Kickflip to one foot,,,1,1,1,,1,gap,bump to bump,tompkins TF,triple replay,1
42,10/22/2021,9,Coles Bailey,Kickflip to bs lipslide,,,,1,1,,1,ledge,bump to ledge,tompkins TF,,2
42,10/22/2021,8,Jake Sanso,Nose manual to nollie kickflip,,,1,,,,,pad,,,,3
42,10/22/2021,7,Austyn Gilette,360flip,1,,,,,,,gap,,,,4
42,10/22/2021,6,Brian Gonterman,Full cab to bs nosebluntslide firecracker,,,1,,1,,1,gap,into fountain,Max Palmer park,,5
42,10/22/2021,5,Jake Anderson,Fs tailslide to fs nosebluntslide,,,1,,,,,ledge,ledge to ledge,,,6
42,10/22/2021,4,Jace Detomasso,Ollie,,,1,,,,,gap,huge gap,,crazy obstacle,7
42,10/22/2021,3,Tom Botwid,Slappy to bs nosegrind to nollie inward heelflip,,,,,1,,,ledge,,,,8
42,10/22/2021,2,Trung Nguyen,Darkslide,,,1,,1,,1,flat rail,curved rail,central park?,,9
42,10/22/2021,1,Tyshawn Jones,switch heelflip,1,1,1,1,1,,1,flat,over trash can,,,10
43,10/29/2021,10,Aron Moloney,Bs 180 to fakie manual,,,1,,1,,,pad,bump to pad,,,1
43,10/29/2021,9,Derek Thor,switch wallride to Fakie 5-0 to fakie shove,,1,1,,1,,,ledge,banked ledge,,,2
43,10/29/2021,8,Issey Kumatani,Bs 180,1,,,1,,,,flat,over rail,,,3
43,10/29/2021,7,Henry Fischer,Bs crooked to nollie shove,,,,,,1,,ledge,ledge to bank,,,4
43,10/29/2021,6,Kristin Ebeling,Bs boardslide,,,,,,,,hubba,curved hubba,,woman,5
43,10/29/2021,5,Patrick Zentgraf,Nollie kickflip to bs crooked,1,1,1,,,,,ledge,,,,6
43,10/29/2021,4,Josh Velez,Bs noseslide to bs noseslide,,,,1,,,1,ledge,ledge to hubba,NY hubba to ledge thing,90 degree kink,7
43,10/29/2021,3,Kevin Vietzke,Bs kickflip to switch manual to switch fs shove,,,1,,,,,pad,,,,8
43,10/29/2021,2,Mark Suciu,Fs 270 to switch bs lipslide,,,,,,,1,ledge,bank to ledge,JFK,,9
43,10/29/2021,1,Tom Knox,Bs big flip,1,,,,,,,stairs,,,9 trick line,10
44,11/5/2021,10,TJ Rogers,Bs heelflip,1,,,1,,,,stairs,,,,1
44,11/5/2021,9,Josh Bos,Fs smith,1,,,,,,,flat rail,middle rail,,,2
44,11/5/2021,8,Eppu Vatanen,Bs tailslide to bs 270,,,,,,,,ledge,,,,3
44,11/5/2021,7,Kento Yoshioka,No comply wallie to bs 5-0,,,1,,1,,,ledge,,,,4
44,11/5/2021,6,Bobby DeKeyzer,Kickflip,,,1,,1,,,gap,bump to gap,,triple replay,5
44,11/5/2021,5,Willem van Dijk,Switch manual to switch fs heelflip,,1,,,,,,pad,,,,6
44,11/5/2021,4,Josh Bos,Fs lipslide,1,,,,,,,flat rail,bench to rail to bench,,misnamed - 2 in one week,7
44,11/5/2021,3,Matt Gottwig,Fs boardslide to bs 270,,,1,,,,,flat rail,,,,8
44,11/5/2021,2,Liam McCabe,Nollie bs heelflip,1,1,,,1,,1,stairs,,,quick footed,9
44,11/5/2021,1,Max Van Arnem,Ollie,1,,,,,,,flat,over hydrant,,very fast,10
45,11/12/2021,10,Alexis Lacroix,Switch fs 180 to manual to fs noseslide to bs 270 to manual to bs 180,,1,,1,,,,pad,pad to ledge,,combo,1
45,11/12/2021,9,Deedz,Fakie manual,,,,,,1,,pad,pad to stairs,,,2
45,11/12/2021,8,Victor Campillo,Fakie fs shove to switch bs 5-0 to switch bs 180,1,,,,,,,ledge,,,,3
45,11/12/2021,7,Evan Wasser,Half cab to wallride,,,1,,1,,,wall,gap to wall,,crazy obstacle,4
45,11/12/2021,6,Mark Suciu,360flip,1,,,,,,,gap,street gap,,,5
45,11/12/2021,5,Troy Gipson,Bs 50-50 to hippie jump,,,1,,,,,hubba,,,,6
45,11/12/2021,4,Stailly Wallaf,Kickflip,,,1,1,,,,flat,over like 20 boards,,crazy obstacle,7
45,11/12/2021,3,Frankie Decker,Bs kickflip,,,1,,1,,,stairs,over gate,,,8
45,11/12/2021,2,Tyshawn Jones,Nollie hardflip,1,1,,,,,,Stairs,up stairs,,,9
45,11/12/2021,1,Nik Stain,Bs 50-50,,,,,,,,handrail,,,,10
46,11/19/2021,10,Danny Brady,Bs tailslide to kickflip,,,1,,,,,ledge,bank to ledge,,,1
46,11/19/2021,9,Conor Prunty,Nollie fs shove to fs nosebluntslide,,,1,,1,,1,ledge,,,,2
46,11/19/2021,8,Rowan Davis,Fs boardslide to transfer,,,1,,1,,,ledge,up ledge,,crazy obstacle,3
46,11/19/2021,7,Jake Keenan,Fs 5-0,,,,,1,,1,ledge,into bank,,,4
46,11/19/2021,6,Charlie Birch,Ollie to fs 5-0,1,,,,,,,ledge,gap to ledge,,,5
46,11/19/2021,5,Max Palmer,Bs nosebluntslide to fakie,1,,1,,,,1,ledge,,,,6
46,11/19/2021,4,Lucas Puig,Switch kickflip to switch bs tailslide,1,1,,,,,,ledge,,,shorts - no shirt,7
46,11/19/2021,3,Martino Cattaneo,Fs 180,,,,,,,,gap,into bank,,crazy obstacle,8
46,11/19/2021,2,Heitor Da Silva,Kickflip to fs noseslide,1,,,,,,,ledge,,,,9
46,11/19/2021,1,Kyle Wilson,Switch heelflip,,1,1,,1,,,gap,,South Bank,,10
47,11/26/2021,10,Rob Gonyon,Bs nosegrind to nollie heelflip,1,,,,,,1,ledge,,Citi Field Benches,,1
47,11/26/2021,9,Josh Wilson,Kickflip,1,,,,,,1,gap,,,quick footed,2
47,11/26/2021,8,Dick Rizzo,Switch polejam,,1,1,,1,,1,flat rail,uprail,,,3
47,11/26/2021,7,Will Marshall,Kickflip to fs noseslide to fakie,,,,,1,,1,ledge,,Flushing Fountain,,4
47,11/26/2021,6,Cuz Panebianco,Ollie to car ride,,,1,, ,1,1,gap,bump to car,,crazy obstacle,5
47,11/26/2021,5,Mark Humienik,Bs noseslide to transfer,,,,,,,,flat rail,rail into bank,,,6
47,11/26/2021,4,Gus Gordon,Bs tailslide,,,,,,,,ledge,into halfpipe,,vert ramp,7
47,11/26/2021,3,Elijah Odom,Fs nosegrind,,,1,,,,,ledge,,Pulaski,,8
47,11/26/2021,2,Grady Smith,360flip,,,,,1,,,gap,over rail into bank,,,9
47,11/26/2021,1,Jordan Trahan,Inward heelflip,1,,,,,,,flat,,,5 trick line,10
48,12/03/2021,10,John Shanahan,Nollie bs bigspin to switch bs 5-0,1,,,,,,1,ledge,,,,1
48,12/03/2021,9,Corey Glick,Fs 50-50 to slappy fs 50-50,,,,,,,,ledge,ledge to ledge,,combo,2
48,12/03/2021,8,Diego Todd,Ollie to bs 50-50,,,,,,,1,curb,gap to curb,,,3
48,12/03/2021,7,Ty'Rae Carter,Boneless,,,,,1,,,gap,over rail into bank,,,4
48,12/03/2021,6,Olli Lilja,Bs 180 to switch bs 5-0,1,,1,,,,,ledge,out ledge,,,5
48,12/03/2021,5,Louie Lopez,wallie to Bs 180,,,,,1,,1,gap,bump to gap,,,6
48,12/03/2021,4,AVE,Wallride bs 360,,,1,,1,,1,wall,quarter to wall,Tompkins TF,,7
48,12/03/2021,3,Yuto Horigome,Switch shove,,1,1,,1,,,gap,street gap,SF Hills,,8
48,12/03/2021,2,Axel Berggren,Nose manual,,,,,,,,pad,,,keyhole,9
48,12/03/2021,1,Na-kel Smith,Kickflip to bs 50-50,,,1,,1,,1,handrail,,Tekashi ten,,10
49,12/10/2021,10,Gauthier Rouger,Switch fs kickflip,,1,1,,1,,,gap,bump to gap,,triple replay,1
49,12/10/2021,9,Reece Knobloch,Bs 360 kickflip,,,1,,1,,,stairs,,,inside,2
49,12/10/2021,8,Bear Myles,Bs crooked to bs 50-50,1,,,,,,,ledge,ledge to ledge,,,3
49,12/10/2021,7,Tremaine Glasgow,Hardflip,,,,,,1,,gap,,,,4
49,12/10/2021,6,Alexander Hatfield,Bs kickflip to switch manual,,,,,1,,,pad,,,,5
49,12/10/2021,5,Alex Tsagka,Bs boardslide to bs boardslide to bs boardslide,,,1,,1,,,flat rail,rail to rail to rail,,,6
49,12/10/2021,4,Mark Suciu,Bs nosebluntslide to nollie fs shove,,,1,,1,,,handrail,,,,7
49,12/10/2021,3,Mason Silva,full cab kickflip,,,1,1,1,,,gap,,,triple replay,8
49,12/10/2021,2,Eetu Toropainen,Bs kickflip,1,,,,,,,gap,flat gap,,,9
49,12/10/2021,1,Chima Ferguson,Kickflip,,,1,,1,,,gap,stairs to street gap,,,10
50,12/17/2021,10,Genesis Evans,Switch impossible,1,1,,,,,1,stairs,,,,1
50,12/17/2021,9,Mitchel Wilson,Ride on back smith,,,,,1,,,flat rail,uprail,,polejam,2
50,12/17/2021,8,Cruz Mendez,Fs 180 to switch fs 5-0 to to switch fs 180,,,,,,,1,flat rail,,,,3
50,12/17/2021,7,Santino Gagliarducci,Heelflip to manual to manual to ollie,,,,,,1,,pad,,,combo,4
50,12/17/2021,6,Aaron Loreth,Nollie fs 360 kickflip,,1,,,1,,,transition,,outdoor park,triple replay,5
50,12/17/2021,5,Nelly Morville,Kickflip,,,,,,1,,flat,into bank,,,6
50,12/17/2021,4,Cyrus Bennett,Ollie to bs 5-0,,,1,,,,1,ledge,over rail to ledge,,,7
50,12/17/2021,3,Karim Callender,fs kickflip,,,1,,,,1,gap,bump to bar,,,8
50,12/17/2021,2,Hugo Boserup,fs lipslide to fs lipslide,,,,,,,,hubba,hubba to curb,,,9
50,12/17/2021,1,Max Palmer,kickflip to bs nosebluntslide firecracker,,,1,,,,1,gap,gap to hubba,Max Palmer park,,10
